statusN,statusN_Rmean=2,statusN_Rmean=3,statusN_Rmean=4,statusN_Rmean=8,statusN_Rmean=12,statusN_Rmean=24,statusN_Rmean=32,statusN_Rmean=48,statusN_Rmean=96,Expanding Mean 2 statusN,Expanding Mean 3 statusN,Expanding Mean 4 statusN,Expanding Mean 8 statusN,Expanding Mean 12 statusN,Expanding Mean 16 statusN,Expanding Mean 24 statusN,Expanding Mean 48 statusN,Expanding Mean 96 statusN
1.0,0.9512388679986639,0.868626852173753,0.7830107950286105,0.5257356865696508,0.34019819896531545,0.013081111714718204,-0.078534233161855,0.034084095444953354,0.03693401344763401,0.9957975646860628,0.9881182086544102,0.9787879587754138,0.934377472435335,0.903967101016349,0.8625738589891466,0.849403662464267,0.706457023841055,0.6406886437647396
0.9512388679986639,1.0,0.9516380288966017,0.8720607699915441,0.6003880320006301,0.3901137777915651,0.036037363858898074,-0.07094661872973212,0.012537930020419188,0.041742115794950914,0.9626049314759884,0.9727067411484175,0.9792611489265862,0.9679941117563838,0.9417353886952082,0.9116159157367069,0.8868624795534885,0.7520564725240945,0.6875224052499863
0.868626852173753,0.9516380288966017,1.0,0.9537828819471326,0.6700359993744892,0.45090039339724636,0.06030845892239643,-0.06334709521962333,-0.007468382510969113,0.04785052528650424,0.883423361144612,0.8984739176600294,0.9124466351676064,0.9450734764247888,0.934501800034899,0.9228673972424455,0.8939889746688827,0.7793502481621726,0.7226403671061257
0.7830107950286105,0.8720607699915441,0.9537828819471326,1.0,0.7409043752420373,0.5238794486960981,0.0886562348368022,-0.05361958546402201,-0.02549457292341977,0.05411610978554061,0.7981365121885651,0.8144737705034206,0.8298219515594387,0.8866521495843863,0.8991000329170088,0.9074259812353028,0.8811138795247232,0.7941003851148871,0.7463102168715539
0.5257356865696508,0.6003880320006301,0.6700359993744892,0.7409043752420373,1.0,0.7953789505002535,0.23315840441617325,0.015057767145846184,-0.07857494873167956,0.08006930570260434,0.5397087396527606,0.5540876504247338,0.5679674348066484,0.6300469195864358,0.6780035503351224,0.7380992108214547,0.7401224051795429,0.7802944156730254,0.7548123993595329
0.34019819896531545,0.3901137777915651,0.45090039339724636,0.5238794486960981,0.7953789505002535,1.0,0.4628363217750234,0.1342387774692776,-0.09967988954056461,0.10945523560334357,0.34879169505873414,0.359096064666129,0.3690207129718378,0.4271736235204572,0.4800028582627892,0.5324419534435936,0.570620816966748,0.7217595124937326,0.6997775353972264
0.013081111714718204,0.036037363858898074,0.06030845892239643,0.0886562348368022,0.23315840441617325,0.4628363217750234,1.0,0.7687814806805052,0.11615259720070024,0.1721076423302241,0.017576063118533537,0.02221008185863003,0.025884779494885133,0.044167288245890446,0.07486638769052344,0.08086149509153585,0.14270735893406253,0.3240266106099164,0.40164162145163923
-0.078534233161855,-0.07094661872973212,-0.06334709521962333,-0.05361958546402201,0.015057767145846184,0.1342387774692776,0.7687814806805052,1.0,0.4861767771241698,0.2022874432690333,-0.07718724575500753,-0.07504325359652973,-0.07424050766620241,-0.07210023626874411,-0.058948399081324133,-0.06509890378174873,-0.01619133344290359,0.04733065527288547,0.1872795184793502
0.034084095444953354,0.012537930020419188,-0.007468382510969113,-0.02549457292341977,-0.07857494873167956,-0.09967988954056461,0.11615259720070024,0.4861767771241698,1.0,0.2936177091257342,0.030117835532673644,0.02695020397809391,0.023629719968215643,0.008001654301274119,0.00013041633530887385,-0.016025490506158882,-0.003748808539073817,-0.095298859757412,0.0027847176794554714
0.03693401344763401,0.041742115794950914,0.04785052528650424,0.05411610978554061,0.08006930570260434,0.10945523560334357,0.1721076423302241,0.2022874432690333,0.2936177091257342,1.0,0.03761850654335622,0.03721769640117969,0.03756060950150199,0.04544151014351884,0.04875338942346846,0.060846256385819815,0.06262073602411261,0.08136260494784577,0.08785752093224428
0.9957975646860628,0.9626049314759884,0.883423361144612,0.7981365121885651,0.5397087396527606,0.34879169505873414,0.017576063118533537,-0.07718724575500753,0.030117835532673644,0.03761850654335622,1.0,0.9912765245124547,0.9864091389100824,0.9443352382446065,0.9135712408498369,0.8734520800269758,0.8582669660707337,0.7160083093177673,0.649802575359039
0.9881182086544102,0.9727067411484175,0.8984739176600294,0.8144737705034206,0.5540876504247338,0.359096064666129,0.02221008185863003,-0.07504325359652973,0.02695020397809391,0.03721769640117969,0.9912765245124547,1.0,0.9861888766879632,0.9512159519917234,0.9230181866855472,0.8832108291461817,0.866965489089299,0.7256988597605035,0.6592162342956053
0.9787879587754138,0.9792611489265862,0.9124466351676064,0.8298219515594387,0.5679674348066484,0.3690207129718378,0.025884779494885133,-0.07424050766620241,0.023629719968215643,0.03756060950150199,0.9864091389100824,0.9861888766879632,1.0,0.9634856264254885,0.931606892537391,0.8948566999005247,0.8747122906101902,0.734845758608996,0.6682152507892569
0.934377472435335,0.9679941117563838,0.9450734764247888,0.8866521495843863,0.6300469195864358,0.4271736235204572,0.044167288245890446,-0.07210023626874411,0.008001654301274119,0.04544151014351884,0.9443352382446065,0.9512159519917234,0.9634856264254885,1.0,0.9519495472978221,0.9366580853778703,0.9064042447035908,0.770422414833805,0.7013255650091103
0.903967101016349,0.9417353886952082,0.934501800034899,0.8991000329170088,0.6780035503351224,0.4800028582627892,0.07486638769052344,-0.058948399081324133,0.00013041633530887385,0.04875338942346846,0.9135712408498369,0.9230181866855472,0.931606892537391,0.9519495472978221,1.0,0.9313459370705747,0.9359561595780974,0.8088556917360179,0.7349592003362823
0.8625738589891466,0.9116159157367069,0.9228673972424455,0.9074259812353028,0.7380992108214547,0.5324419534435936,0.08086149509153585,-0.06509890378174873,-0.016025490506158882,0.060846256385819815,0.8734520800269758,0.8832108291461817,0.8948566999005247,0.9366580853778703,0.9313459370705747,1.0,0.9121673833615339,0.8321926340175803,0.7607691040024857
0.849403662464267,0.8868624795534885,0.8939889746688827,0.8811138795247232,0.7401224051795429,0.570620816966748,0.14270735893406253,-0.01619133344290359,-0.003748808539073817,0.06262073602411261,0.8582669660707337,0.866965489089299,0.8747122906101902,0.9064042447035908,0.9359561595780974,0.9121673833615339,1.0,0.8679622410418735,0.7901936359884627
0.706457023841055,0.7520564725240945,0.7793502481621726,0.7941003851148871,0.7802944156730254,0.7217595124937326,0.3240266106099164,0.04733065527288547,-0.095298859757412,0.08136260494784577,0.7160083093177673,0.7256988597605035,0.734845758608996,0.770422414833805,0.8088556917360179,0.8321926340175803,0.8679622410418735,1.0,0.9111823196047151
0.6406886437647396,0.6875224052499863,0.7226403671061257,0.7463102168715539,0.7548123993595329,0.6997775353972264,0.40164162145163923,0.1872795184793502,0.0027847176794554714,0.08785752093224428,0.649802575359039,0.6592162342956053,0.6682152507892569,0.7013255650091103,0.7349592003362823,0.7607691040024857,0.7901936359884627,0.9111823196047151,1.0
