windChillC,windChillC_Rmean=2,windChillC_Rmean=3,windChillC_Rmean=4,windChillC_Rmean=8,windChillC_Rmean=12,windChillC_Rmean=24,windChillC_Rmean=32,windChillC_Rmean=48,windChillC_Rmean=96,Expanding Mean 2 windChillC,Expanding Mean 3 windChillC,Expanding Mean 4 windChillC,Expanding Mean 8 windChillC,Expanding Mean 12 windChillC,Expanding Mean 16 windChillC,Expanding Mean 24 windChillC,Expanding Mean 48 windChillC,Expanding Mean 96 windChillC
1.0,0.9937057431626449,0.9787459814522734,0.9573168973252701,0.8042970302155211,0.5689461378285812,-0.23159397727795247,-0.464093001478188,0.16546488082565597,0.31829555985183466,0.999915464125331,0.9986294476072857,0.9987040125379646,0.9906765620721563,0.9787227716918668,0.9669311824908403,0.9300059672799244,0.7165352454276919,0.6665291933053705
0.9937057431626449,1.0,0.9931613361612354,0.9797405861202874,0.8527229757410612,0.6353084760085941,-0.17374037219070754,-0.4518567145621739,0.10742792843745662,0.3213937098249414,0.9944583447860869,0.9963942739826349,0.9956926444822369,0.994772010359501,0.9891085680610617,0.981269178349744,0.9523108416647702,0.7657778394316259,0.7153051416418423
0.9787459814522734,0.9931613361612354,1.0,0.994136411277559,0.8948513779366746,0.6963020924340586,-0.11583469679810708,-0.4384190185454708,0.04585212779140088,0.31770796372463483,0.980084871326033,0.9843103007986639,0.9837994793164525,0.9909751095106568,0.991386172124322,0.9870141842028639,0.9674662749435682,0.8099016601371964,0.7585142817429616
0.9573168973252701,0.9797405861202874,0.994136411277559,1.0,0.9314312336840787,0.7552703594702023,-0.04868554752750925,-0.410955530916223,-0.0069631764940133855,0.3234604395634043,0.9593111641645382,0.9655829774121727,0.9649941683182938,0.9789871839608496,0.9855066808783906,0.9850951605879988,0.9751214720270448,0.847955838624947,0.7983810554047014
0.8042970302155211,0.8527229757410612,0.8948513779366746,0.9314312336840787,1.0,0.9346123074607412,0.2358568024577031,-0.2506715584906562,-0.19492361694286972,0.3382109106384935,0.8083258850833833,0.8211645585347684,0.8204887017681102,0.8567037435204148,0.8844991381280586,0.8991844824455977,0.934127676368705,0.9400359541523505,0.9022182240726832
0.5689461378285812,0.6353084760085941,0.6963020924340586,0.7552703594702023,0.9346123074607412,1.0,0.5242029146602727,-0.013969345746804869,-0.3144575802340305,0.3530382649329683,0.5743668870358931,0.5916319264871247,0.5910157297504212,0.6424315589153784,0.6841874656419908,0.7137312018673317,0.7881525602780981,0.9227998274537528,0.91131349366154
-0.23159397727795247,-0.17374037219070754,-0.11583469679810708,-0.04868554752750925,0.2358568024577031,0.5242029146602727,1.0,0.7849955369785665,-0.12646361602480094,0.3983908095474874,-0.22734871324445807,-0.21232568258093384,-0.2141878044821058,-0.16433844800481645,-0.12234014515706228,-0.07974351866024935,0.01652062085489377,0.31237004597770807,0.45081200406277244
-0.464093001478188,-0.4518567145621739,-0.4384190185454708,-0.410955530916223,-0.2506715584906562,-0.013969345746804869,0.7849955369785665,1.0,0.3531111379217075,0.4363599831568321,-0.4636806075693994,-0.4604490736093103,-0.4624292902690271,-0.44703494134312455,-0.43459365680937845,-0.40863386782059136,-0.36527084815067895,-0.18023342076519042,0.008688309405737582
0.16546488082565597,0.10742792843745662,0.04585212779140088,-0.0069631764940133855,-0.19492361694286972,-0.3144575802340305,-0.12646361602480094,0.3531111379217075,1.0,0.5460518928570376,0.16054476779121138,0.14578993175259672,0.14498064738176047,0.10159707151884693,0.060676476599824045,0.0426493671319762,-0.03643249384133778,-0.2536928663295573,-0.16833391332231318
0.31829555985183466,0.3213937098249414,0.31770796372463483,0.3234604395634043,0.3382109106384935,0.3530382649329683,0.3983908095474874,0.4363599831568321,0.5460518928570376,1.0,0.31830949026716715,0.31958729773576117,0.3178932598737018,0.32246709134665325,0.3232598373175338,0.3335899372776046,0.3352133944473545,0.3208797941342716,0.4289705015545224
0.999915464125331,0.9944583447860869,0.980084871326033,0.9593111641645382,0.8083258850833833,0.5743668870358931,-0.22734871324445807,-0.4636806075693994,0.16054476779121138,0.31830949026716715,1.0,0.9987592778811965,0.9990846671229301,0.9915212093054869,0.9800549814865624,0.9685954852594194,0.9321025843879885,0.7207080262271541,0.6706020973884798
0.9986294476072857,0.9963942739826349,0.9843103007986639,0.9655829774121727,0.8211645585347684,0.5916319264871247,-0.21232568258093384,-0.4604490736093103,0.14578993175259672,0.31958729773576117,0.9987592778811965,1.0,0.9983266247323654,0.9927322084077806,0.984050502973249,0.9727094281822121,0.9389342239488783,0.7345559764281065,0.6841355914237728
0.9987040125379646,0.9956926444822369,0.9837994793164525,0.9649941683182938,0.8204887017681102,0.5910157297504212,-0.2141878044821058,-0.4624292902690271,0.14498064738176047,0.3178932598737018,0.9990846671229301,0.9983266247323654,1.0,0.993676828505556,0.983759801153995,0.9733731130715232,0.9380471017914036,0.7335367957583299,0.6826945900781035
0.9906765620721563,0.994772010359501,0.9909751095106568,0.9789871839608496,0.8567037435204148,0.6424315589153784,-0.16433844800481645,-0.44703494134312455,0.10159707151884693,0.32246709134665325,0.9915212093054869,0.9927322084077806,0.993676828505556,1.0,0.9883237296615385,0.9866263303539995,0.9568116813180702,0.7745590511941957,0.7235168816167596
0.9787227716918668,0.9891085680610617,0.991386172124322,0.9855066808783906,0.8844991381280586,0.6841874656419908,-0.12234014515706228,-0.43459365680937845,0.060676476599824045,0.3232598373175338,0.9800549814865624,0.984050502973249,0.983759801153995,0.9883237296615385,1.0,0.9819873718072897,0.9692521289033963,0.8060662862715285,0.754293374587122
0.9669311824908403,0.981269178349744,0.9870141842028639,0.9850951605879988,0.8991844824455977,0.7137312018673317,-0.07974351866024935,-0.40863386782059136,0.0426493671319762,0.3335899372776046,0.9685954852594194,0.9727094281822121,0.9733731130715232,0.9866263303539995,0.9819873718072897,1.0,0.9691714119750473,0.8333297016279023,0.7827238377512907
0.9300059672799244,0.9523108416647702,0.9674662749435682,0.9751214720270448,0.934127676368705,0.7881525602780981,0.01652062085489377,-0.36527084815067895,-0.03643249384133778,0.3352133944473545,0.9321025843879885,0.9389342239488783,0.9380471017914036,0.9568116813180702,0.9692521289033963,0.9691714119750473,1.0,0.9029288307586313,0.849810026527916
0.7165352454276919,0.7657778394316259,0.8099016601371964,0.847955838624947,0.9400359541523505,0.9227998274537528,0.31237004597770807,-0.18023342076519042,-0.2536928663295573,0.3208797941342716,0.7207080262271541,0.7345559764281065,0.7335367957583299,0.7745590511941957,0.8060662862715285,0.8333297016279023,0.9029288307586313,1.0,0.950890457851451
0.6665291933053705,0.7153051416418423,0.7585142817429616,0.7983810554047014,0.9022182240726832,0.91131349366154,0.45081200406277244,0.008688309405737582,-0.16833391332231318,0.4289705015545224,0.6706020973884798,0.6841355914237728,0.6826945900781035,0.7235168816167596,0.754293374587122,0.7827238377512907,0.849810026527916,0.950890457851451,1.0
