windspeedMiles,windspeedMiles_Rmean=2,windspeedMiles_Rmean=3,windspeedMiles_Rmean=4,windspeedMiles_Rmean=8,windspeedMiles_Rmean=12,windspeedMiles_Rmean=24,windspeedMiles_Rmean=32,windspeedMiles_Rmean=48,windspeedMiles_Rmean=96,Expanding Mean 2 windspeedMiles,Expanding Mean 3 windspeedMiles,Expanding Mean 4 windspeedMiles,Expanding Mean 8 windspeedMiles,Expanding Mean 12 windspeedMiles,Expanding Mean 16 windspeedMiles,Expanding Mean 24 windspeedMiles,Expanding Mean 48 windspeedMiles,Expanding Mean 96 windspeedMiles
1.0,0.9911102374414044,0.9822759366518793,0.9691210076050449,0.8758474640867718,0.7431763935541522,0.3487474176124579,0.24409034361390636,0.4796799438605188,0.4178777989328269,0.9999879994478889,0.998432635359458,0.9997324796011369,0.993470673935568,0.9848142650338652,0.97622305170373,0.9489593997153941,0.8937050280284072,0.816364486141116
0.9911102374414044,1.0,0.9856226304570648,0.9830998839389741,0.9009855509710465,0.7769370101094663,0.3738081716835494,0.24852147201979158,0.457411278034113,0.4217947216042043,0.9913819860758547,0.9934278818674367,0.9917070208604889,0.9913811994383117,0.9872725819403546,0.9817393314795397,0.9608311185261358,0.9123349262476831,0.836605129085216
0.9822759366518793,0.9856226304570648,1.0,0.9874861166167564,0.9313031059199673,0.8143724889971116,0.40219459339195035,0.25606035670907235,0.4364503140794295,0.4206409522086736,0.9826588658760389,0.9862150181991445,0.9839676708669719,0.989840528601788,0.990623781411812,0.9875780256102454,0.9734224588322847,0.9299991731635451,0.8554473233808454
0.9691210076050449,0.9830998839389741,0.9874861166167564,1.0,0.952530776794454,0.8495796571215135,0.441486587442059,0.27860092190305913,0.42497615928525184,0.4357289624244884,0.9697110570482421,0.9748719198896357,0.9717099388097008,0.9817380693382217,0.9871029005080395,0.9874303310309827,0.9801006214861616,0.9452368774432709,0.8747390079597411
0.8758474640867718,0.9009855509710465,0.9313031059199673,0.952530776794454,1.0,0.9583504334509217,0.5789012748040379,0.3500346447846877,0.35471044732806056,0.44695880227066404,0.8768321690321009,0.8863291909235168,0.8803573327361042,0.9046907915246556,0.924187919202846,0.9380097047281802,0.9584513496393907,0.955590952815965,0.9138289049852233
0.7431763935541522,0.7769370101094663,0.8143724889971116,0.8495796571215135,0.9583504334509217,1.0,0.7316110751161123,0.4675338039504431,0.31765336802129407,0.4659178586478715,0.7444274786971271,0.7559183065621117,0.7489779178252043,0.7803750611253428,0.8072547232635243,0.8311894752826235,0.8737140342969342,0.903102848823545,0.9088183554347465
0.3487474176124579,0.3738081716835494,0.40219459339195035,0.441486587442059,0.5789012748040379,0.7316110751161123,1.0,0.883420293176044,0.44671867234116464,0.5176803453404032,0.3496217922418596,0.35721242466500774,0.35291382138286903,0.3775549993596707,0.3984613642720162,0.4247699598612227,0.4774282460320842,0.5467783607356284,0.7002838569451829
0.24409034361390636,0.24852147201979158,0.25606035670907235,0.27860092190305913,0.3500346447846877,0.4675338039504431,0.883420293176044,1.0,0.6877305586101563,0.5531162837733121,0.2442671508001103,0.2454382793770892,0.24504657451365558,0.2523710168109749,0.2582070396913128,0.27302497535776826,0.2995589131302524,0.346312434811493,0.5404284637516444
0.4796799438605188,0.457411278034113,0.4364503140794295,0.42497615928525184,0.35471044732806056,0.31765336802129407,0.44671867234116464,0.6877305586101563,1.0,0.6527018483604041,0.479025050988682,0.4724283835339365,0.4766581758514842,0.46070164100039585,0.44385225858474014,0.4372717323789129,0.41483525207215943,0.39848150903976515,0.48801908983026693
0.4178777989328269,0.4217947216042043,0.4206409522086736,0.4357289624244884,0.44695880227066404,0.4659178586478715,0.5176803453404032,0.5531162837733121,0.6527018483604041,1.0,0.418028592317676,0.41869896310402366,0.4185283796213059,0.42348670218712886,0.4236252923674975,0.4332032500814686,0.4409519599549352,0.4534086811360283,0.5028386269387939
0.9999879994478889,0.9913819860758547,0.9826588658760389,0.9697110570482421,0.8768321690321009,0.7444274786971271,0.3496217922418596,0.2442671508001103,0.479025050988682,0.418028592317676,1.0,0.9984742520067871,0.9997988310722797,0.9936694907288146,0.9851723819802088,0.9766493350386828,0.9495782253641972,0.8944953265164488,0.8171189373598083
0.998432635359458,0.9934278818674367,0.9862150181991445,0.9748719198896357,0.8863291909235168,0.7559183065621117,0.35721242466500774,0.2454382793770892,0.4724283835339365,0.41869896310402366,0.9984742520067871,1.0,0.9983937212193936,0.9943120227372911,0.9885198220527768,0.9800244800286845,0.9554066187566381,0.9017295726771554,0.8242556808462247
0.9997324796011369,0.9917070208604889,0.9839676708669719,0.9717099388097008,0.8803573327361042,0.7489779178252043,0.35291382138286903,0.24504657451365558,0.4766581758514842,0.4185283796213059,0.9997988310722797,0.9983937212193936,1.0,0.99434122635157,0.9863907563048229,0.9781301353002473,0.9517460767399453,0.8973277212385913,0.8198095722439409
0.993470673935568,0.9913811994383117,0.989840528601788,0.9817380693382217,0.9046907915246556,0.7803750611253428,0.3775549993596707,0.2523710168109749,0.46070164100039585,0.42348670218712886,0.9936694907288146,0.9943120227372911,0.99434122635157,1.0,0.9899838832848166,0.987847801638039,0.9661152689174427,0.9167667772211912,0.8394691514511488
0.9848142650338652,0.9872725819403546,0.990623781411812,0.9871029005080395,0.924187919202846,0.8072547232635243,0.3984613642720162,0.2582070396913128,0.44385225858474014,0.4236252923674975,0.9851723819802088,0.9885198220527768,0.9863907563048229,0.9899838832848166,1.0,0.9892191482638027,0.9774922650791381,0.9322718113159352,0.8545453964651119
0.97622305170373,0.9817393314795397,0.9875780256102454,0.9874303310309827,0.9380097047281802,0.8311894752826235,0.4247699598612227,0.27302497535776826,0.4372717323789129,0.4332032500814686,0.9766493350386828,0.9800244800286845,0.9781301353002473,0.987847801638039,0.9892191482638027,1.0,0.982768532590884,0.9474526368031806,0.8717856021999337
0.9489593997153941,0.9608311185261358,0.9734224588322847,0.9801006214861616,0.9584513496393907,0.8737140342969342,0.4774282460320842,0.2995589131302524,0.41483525207215943,0.4409519599549352,0.9495782253641972,0.9554066187566381,0.9517460767399453,0.9661152689174427,0.9774922650791381,0.982768532590884,1.0,0.9736733397853433,0.8974231646992763
0.8937050280284072,0.9123349262476831,0.9299991731635451,0.9452368774432709,0.955590952815965,0.903102848823545,0.5467783607356284,0.346312434811493,0.39848150903976515,0.4534086811360283,0.8944953265164488,0.9017295726771554,0.8973277212385913,0.9167667772211912,0.9322718113159352,0.9474526368031806,0.9736733397853433,1.0,0.9267463518317697
0.816364486141116,0.836605129085216,0.8554473233808454,0.8747390079597411,0.9138289049852233,0.9088183554347465,0.7002838569451829,0.5404284637516444,0.48801908983026693,0.5028386269387939,0.8171189373598083,0.8242556808462247,0.8198095722439409,0.8394691514511488,0.8545453964651119,0.8717856021999337,0.8974231646992763,0.9267463518317697,1.0
